step,loss
231,2161.535400390625
232,2151.78271484375
233,2167.24658203125
234,2136.4248046875
235,2152.2314453125
236,2157.61767578125
237,2133.07666015625
238,2182.5205078125
239,2128.5234375
240,2154.859130859375
241,2116.6904296875
242,2085.4755859375
243,2117.9453125
244,2120.650390625
245,2111.715087890625
246,2092.14111328125
247,2141.1357421875
248,2110.068115234375
249,2103.129150390625
250,2089.91796875
251,2087.528564453125
252,2100.030517578125
253,2079.296142578125
254,2057.28466796875
255,2089.0478515625
256,2093.5078125
257,2086.26806640625
258,2084.8330078125
259,2079.29638671875
260,2074.0849609375
261,2056.349609375
262,2063.591552734375
263,2059.45556640625
264,2040.324462890625
265,2049.58251953125
266,2088.4169921875
267,2037.3221435546875
268,2047.814697265625
269,2077.0107421875
270,2028.805908203125
271,2037.06494140625
272,2011.50146484375
273,2014.5684814453125
274,2041.6357421875
275,2026.4541015625
276,2015.6693115234375
277,2025.916748046875
278,2021.245849609375
279,1997.5858154296875
280,2014.8463134765625
281,2013.0294189453125
282,2014.1597900390625
283,1993.26025390625
284,2029.4373779296875
285,2016.0838623046875
286,2027.7406005859375
287,1992.026611328125
288,2000.43115234375
289,1987.40185546875
290,2002.6844482421875
291,1993.1746826171875
292,1968.7237548828125
293,1991.561279296875
294,1998.5087890625
295,1970.18505859375
296,1995.8775634765625
297,1998.0262451171875
298,1971.6661376953125
299,1982.4364013671875
300,2006.9072265625
301,1982.1673583984375
302,1976.76904296875
303,1966.997802734375
304,1986.9949951171875
305,1962.7537841796875
306,1969.9207763671875
307,1948.8740234375
308,1979.0084228515625
309,1964.990966796875
310,1996.6717529296875
311,1963.041015625
312,1935.1385498046875
313,1961.234375
314,1956.142578125
315,1965.4576416015625
316,1927.8486328125
317,1941.7802734375
318,1960.544677734375
319,1947.559326171875
320,1949.38134765625
321,1949.757568359375
322,1949.3934326171875
323,1966.1298828125
324,1955.4693603515625
325,1944.3929443359375
326,1964.924560546875
327,1948.47509765625
328,1936.3233642578125
329,1944.634033203125
330,1954.770263671875
331,1894.511474609375
332,1922.5130615234375
333,1925.1669921875
334,1946.03173828125
335,1915.127685546875
336,1947.83984375
337,1905.1517333984375
338,1920.5941162109375
339,1922.4251708984375
340,1900.23486328125
341,1911.23486328125
342,1925.87744140625
343,1920.815673828125
344,1879.25244140625
345,1912.90087890625
346,1904.937744140625
347,1908.65087890625
348,1914.1351318359375
349,1885.641845703125
350,1884.907958984375
351,1925.34130859375
352,1885.581787109375
353,1902.5638427734375
354,1930.41162109375
355,1896.7188720703125
356,1913.75244140625
357,1924.83154296875
358,1891.185791015625
359,1902.64892578125
360,1892.536376953125
361,1865.361572265625
362,1883.3284912109375
363,1922.3990478515625
364,1901.6668701171875
365,1907.278564453125
366,1901.152587890625
367,1865.624755859375
368,1869.8740234375
369,1870.01708984375
370,1901.0513916015625
371,1891.0048828125
372,1900.2274169921875
373,1899.81005859375
374,1879.6285400390625
375,1882.9892578125
376,1881.958740234375
377,1862.726806640625
378,1898.5126953125
379,1863.3092041015625
380,1879.506103515625
381,1879.0279541015625
382,1892.29541015625
383,1868.497314453125
384,1855.6466064453125
385,1884.8817138671875
386,1869.5975341796875
387,1882.1209716796875
388,1873.106201171875
389,1888.9761962890625
390,1860.6163330078125
391,1882.32958984375
392,1873.68310546875
393,1862.077880859375
394,1869.92822265625
395,1892.1871337890625
396,1893.736328125
397,1870.456787109375
398,1861.8460693359375
399,1855.425048828125
400,1861.84033203125
401,1855.0489501953125
402,1858.47119140625
403,1858.0279541015625
404,1858.53466796875
405,1883.7730712890625
406,1845.506591796875
407,1854.048583984375
408,1868.7615966796875
409,1874.4097900390625
410,1857.9989013671875
411,1862.191162109375
412,1869.720458984375
413,1838.877197265625
414,1850.151611328125
415,1838.6474609375
416,1860.107177734375
417,1864.6090087890625
418,1858.8157958984375
419,1860.05517578125
420,1848.1953125
421,1886.5185546875
422,1836.799560546875
423,1860.031005859375
424,1867.713134765625
425,1863.772705078125
426,1859.9296875
427,1851.3970947265625
428,1843.2994384765625
429,1845.6566162109375
430,1831.2628173828125
431,1821.217041015625
432,1856.0447998046875
433,1850.6141357421875
434,1846.2374267578125
435,1845.315185546875
436,1840.526611328125
437,1854.9964599609375
438,1865.437744140625
439,1857.059326171875
440,1843.5030517578125
441,1827.4603271484375
442,1845.715087890625
443,1834.228515625
444,1854.82666015625
445,1844.3990478515625
446,1838.971923828125
447,1834.62841796875
448,1849.0145263671875
449,1843.181640625
450,1823.907470703125
451,1829.7066650390625
452,1864.1290283203125
453,1836.8106689453125
454,1822.9541015625
455,1837.384521484375
456,1837.64599609375
457,1853.642822265625
458,1828.795166015625
459,1828.835693359375
460,1819.3441162109375
461,1828.5599365234375
462,1818.0523681640625
463,1835.6209716796875
464,1837.0198974609375
465,1834.939453125
466,1817.401611328125
467,1840.3544921875
468,1853.742919921875
469,1838.125
470,1827.318603515625
471,1814.2568359375
472,1843.1510009765625
473,1796.029541015625
474,1826.483154296875
475,1833.5037841796875
476,1812.910888671875
477,1828.7618408203125
478,1824.0208740234375
479,1821.195556640625
480,1834.8438720703125
481,1813.145263671875
482,1793.6756591796875
483,1802.153076171875
484,1840.4530029296875
485,1820.75830078125
486,1807.4036865234375
487,1814.103515625
488,1822.383544921875
489,1815.39013671875
490,1812.443603515625
491,1840.798583984375
492,1843.2720947265625
493,1833.992919921875
494,1799.175537109375
495,1820.6373291015625
496,1786.5810546875
497,1823.1298828125
498,1843.675537109375
499,1817.121826171875
500,1843.24560546875
501,1813.7099609375
502,1826.52392578125
503,1804.141845703125
504,1798.71240234375
505,1822.178466796875
506,1832.442138671875
507,1822.01318359375
508,1816.93603515625
509,1789.34521484375
510,1789.838134765625
511,1798.5029296875
512,1806.982421875
513,1822.919189453125
514,1826.7196044921875
515,1796.435791015625
516,1818.6068115234375
517,1800.7330322265625
518,1798.2064208984375
519,1813.595947265625
520,1792.89111328125
521,1812.2420654296875
522,1814.677001953125
523,1805.7783203125
524,1802.7259521484375
525,1810.9417724609375
526,1805.8106689453125
527,1803.7020263671875
528,1788.2041015625
529,1781.1019287109375
530,1809.6888427734375
531,1805.640869140625
532,1789.4072265625
533,1795.79052734375
534,1791.796875
535,1810.8221435546875
536,1798.517578125
537,1800.4918212890625
538,1779.23095703125
539,1790.574951171875
540,1781.355224609375
541,1775.5914306640625
542,1794.5048828125
543,1812.90234375
544,1805.7679443359375
545,1801.33349609375
546,1810.9302978515625
547,1802.785400390625
548,1779.0501708984375
549,1809.231201171875
550,1808.620361328125
551,1781.7926025390625
552,1809.74951171875
553,1801.8765869140625
554,1804.74951171875
555,1785.76806640625
556,1807.4197998046875
557,1792.5467529296875
558,1784.79931640625
559,1796.037841796875
560,1799.85498046875
561,1781.8115234375
562,1802.0250244140625
563,1787.273681640625
564,1798.27734375
565,1793.641845703125
566,1799.5186767578125
567,1793.7982177734375
568,1795.04296875
569,1773.1688232421875
570,1803.680908203125
571,1782.7279052734375
572,1801.4488525390625
573,1784.016845703125
574,1817.0406494140625
575,1802.0865478515625
576,1798.6832275390625
577,1758.116943359375
578,1791.13916015625
579,1793.9609375
580,1779.692138671875
581,1778.49609375
582,1808.210693359375
583,1776.49072265625
584,1824.9339599609375
585,1783.7388916015625
586,1796.668701171875
587,1789.96923828125
588,1799.733154296875
589,1788.968994140625
590,1793.21728515625
591,1782.3363037109375
592,1783.729736328125
593,1811.347900390625
594,1787.460205078125
595,1792.5321044921875
596,1805.3543701171875
597,1781.0494384765625
598,1788.5567626953125
599,1763.83642578125
600,1784.5517578125
601,1771.14990234375
602,1779.662353515625
603,1791.932861328125
604,1820.97998046875
605,1776.693603515625
606,1784.4599609375
607,1776.5234375
608,1777.9952392578125
609,1780.766845703125
610,1797.5858154296875
611,1784.845458984375
612,1775.2322998046875
613,1773.8004150390625
614,1774.003662109375
615,1766.2523193359375
616,1790.5809326171875
617,1796.80517578125
618,1777.18115234375
619,1762.481201171875
620,1795.4066162109375
621,1779.8585205078125
622,1791.1507568359375
623,1780.0518798828125
624,1782.744384765625
625,1757.8682861328125
626,1775.57958984375
627,1772.45947265625
628,1775.084228515625
629,1741.5845947265625
630,1782.7353515625
631,1760.1102294921875
632,1775.412841796875
633,1776.4539794921875
634,1781.654052734375
635,1756.1070556640625
636,1789.120849609375
637,1777.352294921875
638,1796.82666015625
639,1769.7880859375
640,1773.2998046875
641,1780.5457763671875
642,1768.8551025390625
643,1766.424072265625
644,1780.3397216796875
645,1769.80810546875
646,1792.408203125
647,1771.57568359375
648,1772.0179443359375
649,1785.190673828125
650,1766.7784423828125
651,1779.716064453125
652,1761.69189453125
653,1773.03759765625
654,1794.64990234375
655,1773.548828125
656,1782.205810546875
657,1790.197509765625
658,1775.26025390625
659,1787.302490234375
660,1776.09423828125
661,1763.490966796875
662,1778.8502197265625
663,1775.5640869140625
664,1770.5950927734375
665,1762.9923095703125
666,1793.95849609375
667,1788.7835693359375
668,1774.6998291015625
669,1794.55126953125
670,1787.147216796875
671,1773.5406494140625
672,1783.4696044921875
673,1757.67138671875
674,1776.7392578125
675,1757.4044189453125
676,1773.70751953125
677,1762.3642578125
678,1784.6260986328125
679,1776.8607177734375
680,1752.42529296875
681,1748.1534423828125
682,1793.26953125
683,1764.824462890625
684,1762.5244140625
685,1759.7337646484375
686,1759.5362548828125
687,1763.314208984375
688,1775.124755859375
689,1787.5
690,1765.880126953125
691,1783.59716796875
692,1757.5574951171875
693,1774.107177734375
694,1768.6016845703125
695,1762.8060302734375
696,1759.505126953125
697,1768.462646484375
698,1734.325927734375
699,1791.915771484375
700,1747.2955322265625
701,1760.523681640625
702,1750.8497314453125
703,1753.807861328125
704,1745.843994140625
705,1763.6669921875
706,1757.3564453125
707,1758.6175537109375
708,1756.542724609375
709,1769.9365234375
710,1758.8800048828125
711,1754.643798828125
712,1776.498046875
713,1769.90625
714,1760.3685302734375
715,1762.353515625
716,1758.0537109375
717,1769.677734375
718,1765.2039794921875
719,1744.4803466796875
720,1749.65478515625
721,1773.93701171875
722,1767.017822265625
723,1762.482177734375
724,1744.6876220703125
725,1756.161865234375
726,1738.9932861328125
727,1760.4781494140625
728,1770.7635498046875
729,1754.624755859375
730,1757.317138671875
731,1742.3148193359375
732,1762.6392822265625
733,1760.6295166015625
734,1748.939697265625
735,1751.10009765625
736,1752.104248046875
737,1776.26123046875
738,1775.0582275390625
739,1752.6695556640625
740,1731.99755859375
741,1753.4747314453125
742,1759.45166015625
743,1761.268310546875
744,1749.8251953125
745,1735.05224609375
746,1740.26171875
747,1751.978759765625
748,1760.00537109375
749,1746.844970703125
750,1760.041015625
751,1754.6568603515625
752,1737.952880859375
753,1761.339599609375
754,1764.880615234375
755,1744.1951904296875
756,1772.771240234375
757,1751.0146484375
758,1759.1239013671875
759,1743.801025390625
760,1734.9761962890625
761,1750.826171875
762,1757.004150390625
763,1750.34716796875
764,1732.972900390625
765,1750.283935546875
766,1746.34130859375
767,1754.63330078125
768,1751.17529296875
769,1729.293701171875
770,1762.0308837890625
771,1747.0013427734375
772,1749.83642578125
773,1758.3048095703125
774,1759.19775390625
775,1742.212890625
776,1745.8349609375
777,1738.387939453125
778,1755.168212890625
779,1725.9951171875
780,1740.9195556640625
781,1765.36474609375
782,1738.60498046875
783,1733.286376953125
784,1754.3360595703125
785,1762.249755859375
786,1753.935791015625
787,1739.6220703125
788,1751.92431640625
789,1744.5880126953125
790,1734.03515625
791,1734.57373046875
792,1770.7958984375
793,1770.4632568359375
794,1758.6300048828125
795,1737.255859375
796,1740.27392578125
797,1755.46337890625
798,1753.5718994140625
799,1741.2796630859375
800,1770.984130859375
801,1745.7275390625
802,1736.8115234375
803,1738.46337890625
804,1749.896240234375
805,1746.691162109375
806,1752.5625
807,1743.989501953125
808,1751.7139892578125
809,1739.063232421875
810,1749.455322265625
811,1741.188720703125
812,1746.1201171875
813,1743.31298828125
814,1743.1732177734375
815,1750.067138671875
816,1784.9166259765625
817,1729.2747802734375
818,1741.942626953125
819,1754.226806640625
820,1730.3118896484375
821,1739.3223876953125
822,1724.0692138671875
823,1737.0411376953125
824,1737.2127685546875
825,1754.2091064453125
826,1744.6708984375
827,1744.296875
828,1699.0830078125
829,1754.294921875
830,1739.33154296875
831,1743.486328125
832,1742.3536376953125
833,1747.422607421875
834,1747.00146484375
835,1735.620361328125
836,1749.789306640625
837,1732.6578369140625
838,1739.943603515625
839,1743.4796142578125
840,1733.591796875
841,1750.1177978515625
842,1746.6669921875
843,1754.218505859375
844,1768.085205078125
845,1717.949951171875
846,1743.4061279296875
847,1757.42626953125
848,1743.5665283203125
849,1748.376708984375
850,1733.3656005859375
851,1743.847412109375
852,1745.2672119140625
853,1741.8865966796875
854,1731.4775390625
855,1730.112060546875
856,1729.586669921875
857,1728.6680908203125
858,1738.922119140625
859,1779.5078125
860,1732.14306640625
861,1765.7769775390625
862,1750.7525634765625
863,1743.3251953125
864,1745.3701171875
865,1726.440673828125
866,1737.3857421875
867,1714.3607177734375
868,1734.365234375
869,1725.5606689453125
870,1752.3250732421875
871,1734.032958984375
872,1734.921630859375
873,1743.181396484375
874,1730.627197265625
875,1721.04443359375
876,1714.6177978515625
877,1712.0386962890625
878,1722.227294921875
879,1714.2978515625
880,1731.713134765625
881,1737.888427734375
882,1737.125732421875
883,1721.158935546875
884,1722.259765625
885,1748.3907470703125
886,1735.177734375
887,1756.1246337890625
888,1743.3935546875
889,1735.180419921875
890,1740.1824951171875
891,1712.5927734375
892,1723.8408203125
893,1728.766845703125
894,1732.44921875
895,1730.9521484375
896,1721.6552734375
897,1726.670166015625
898,1727.255859375
899,1724.0814208984375
900,1728.5406494140625
901,1727.548583984375
902,1739.037353515625
903,1753.553955078125
904,1748.68896484375
905,1731.818603515625
906,1730.7034912109375
907,1741.0701904296875
908,1727.586669921875
909,1743.671142578125
910,1719.0394287109375
911,1732.200439453125
912,1748.0457763671875
913,1735.7275390625
914,1751.84228515625
915,1720.989501953125
916,1726.83544921875
917,1724.6480712890625
918,1732.320068359375
919,1726.14013671875
920,1726.15478515625
921,1733.729248046875
922,1728.343505859375
923,1723.1444091796875
924,1737.6376953125
925,1750.455078125
926,1743.2169189453125
927,1728.3070068359375
928,1722.6900634765625
929,1760.228271484375
930,1758.9219970703125
931,1723.8203125
932,1727.441162109375
933,1740.259033203125
934,1723.4676513671875
935,1724.53515625
936,1714.2222900390625
937,1719.96533203125
938,1717.8160400390625
939,1720.896728515625
940,1749.678466796875
941,1738.690185546875
942,1726.633056640625
943,1746.181884765625
944,1742.34375
945,1730.6270751953125
946,1714.802001953125
947,1719.5557861328125
948,1719.506103515625
949,1738.8046875
950,1728.457763671875
951,1721.610595703125
952,1738.876953125
953,1731.20703125
954,1732.05615234375
955,1719.1824951171875
956,1722.0980224609375
957,1742.283935546875
958,1743.7391357421875
959,1717.47705078125
960,1735.4783935546875
961,1743.29443359375
962,1726.669189453125
963,1722.57470703125
964,1726.505859375
965,1722.1739501953125
966,1727.29150390625
967,1720.91357421875
968,1726.17724609375
969,1719.44384765625
970,1719.13720703125
971,1734.036376953125
972,1700.83349609375
973,1722.3580322265625
974,1725.29541015625
975,1725.883544921875
976,1712.19873046875
977,1723.6217041015625
978,1712.1754150390625
979,1717.1256103515625
980,1730.923095703125
981,1725.308349609375
982,1717.2459716796875
983,1735.11279296875
984,1711.1485595703125
985,1729.8370361328125
986,1716.783447265625
987,1703.8594970703125
988,1733.446044921875
989,1724.29150390625
990,1718.5711669921875
991,1703.975830078125
992,1706.651123046875
993,1732.59765625
994,1743.7901611328125
995,1708.296875
996,1719.01708984375
997,1719.9150390625
998,1718.930419921875
999,1727.227294921875
1000,1722.78662109375
1001,1719.405517578125
1002,1719.2435302734375
1003,1710.38427734375
1004,1723.964599609375
1005,1691.2916259765625
1006,1724.224853515625
1007,1729.2928466796875
1008,1706.2177734375
1009,1728.80615234375
1010,1714.5625
1011,1712.1783447265625
1012,1722.9501953125
1013,1693.18408203125
1014,1698.7879638671875
1015,1720.430419921875
1016,1729.62646484375
1017,1716.976806640625
1018,1710.956787109375
1019,1717.773193359375
1020,1731.0084228515625
1021,1720.650634765625
1022,1702.2041015625
1023,1714.681396484375
1024,1725.518310546875
1025,1711.760498046875
1026,1704.36279296875
1027,1716.22216796875
1028,1710.2955322265625
1029,1717.712646484375
1030,1725.915283203125
1031,1711.021484375
1032,1718.25244140625
1033,1709.438720703125
1034,1708.3482666015625
1035,1707.989990234375
1036,1710.6339111328125
1037,1690.1822509765625
1038,1727.199951171875
1039,1715.43310546875
1040,1705.355712890625
1041,1713.308837890625
1042,1704.0545654296875
1043,1721.29150390625
1044,1728.8038330078125
1045,1714.4339599609375
1046,1743.21044921875
1047,1730.4307861328125
1048,1735.306884765625
1049,1709.6064453125
1050,1715.36767578125
1051,1729.906494140625
1052,1743.1171875
1053,1706.3876953125
1054,1707.061279296875
1055,1708.77880859375
1056,1705.023193359375
1057,1725.58203125
1058,1717.840087890625
1059,1711.047607421875
1060,1689.6171875
1061,1725.7587890625
1062,1698.334716796875
1063,1726.62646484375
1064,1729.94873046875
1065,1700.447265625
1066,1719.2421875
1067,1711.01513671875
1068,1697.627685546875
1069,1708.38330078125
1070,1715.79345703125
1071,1731.2445068359375
1072,1713.212890625
1073,1717.776611328125
1074,1718.026123046875
1075,1726.732666015625
1076,1714.718994140625
1077,1718.62744140625
1078,1705.17578125
1079,1700.9066162109375
1080,1722.1387939453125
1081,1713.012939453125
1082,1694.2410888671875
1083,1714.9202880859375
1084,1718.9130859375
1085,1707.474365234375
1086,1707.7216796875
1087,1704.1375732421875
1088,1689.05908203125
1089,1717.110107421875
1090,1724.3992919921875
1091,1709.26611328125
1092,1708.29736328125
1093,1694.3289794921875
1094,1693.478515625
1095,1723.318359375
1096,1715.14501953125
1097,1714.0281982421875
1098,1710.8026123046875
1099,1726.82177734375
1100,1706.9293212890625
1101,1702.6866455078125
1102,1710.9796142578125
1103,1718.64990234375
1104,1721.4075927734375
1105,1691.889404296875
1106,1702.1956787109375
1107,1697.654541015625
1108,1699.3056640625
1109,1712.9482421875
1110,1731.1629638671875
1111,1714.5643310546875
1112,1711.957275390625
1113,1718.6558837890625
1114,1713.781982421875
1115,1692.1246337890625
1116,1717.1141357421875
1117,1720.402587890625
1118,1723.139892578125
1119,1702.57861328125
1120,1700.691162109375
1121,1700.109375
1122,1716.8642578125
1123,1740.95068359375
1124,1713.037353515625
1125,1707.172607421875
1126,1698.999267578125
1127,1721.4794921875
1128,1727.149658203125
1129,1695.150390625
1130,1710.5791015625
1131,1700.8699951171875
1132,1719.866943359375
1133,1742.8739013671875
1134,1722.105712890625
1135,1723.677978515625
1136,1713.4593505859375
1137,1713.8055419921875
1138,1725.13671875
1139,1686.38623046875
1140,1720.9073486328125
1141,1702.0792236328125
1142,1714.87451171875
1143,1697.060302734375
1144,1714.4700927734375
1145,1715.5556640625
1146,1705.576904296875
1147,1694.890869140625
1148,1698.235595703125
1149,1687.1446533203125
1150,1713.9620361328125
1151,1706.5584716796875
1152,1697.1441650390625
1153,1709.5579833984375
1154,1709.61083984375
1155,1696.100830078125
1156,1694.9803466796875
1157,1692.5911865234375
1158,1730.4757080078125
1159,1702.61083984375
1160,1712.0020751953125
1161,1705.796875
1162,1700.94873046875
1163,1708.1556396484375
1164,1707.4676513671875
1165,1697.9951171875
1166,1699.0428466796875
1167,1699.740478515625
1168,1726.951171875
1169,1696.492919921875
1170,1736.4791259765625
1171,1694.53955078125
1172,1695.474853515625
1173,1688.501708984375
1174,1705.9359130859375
1175,1706.267578125
1176,1708.807373046875
1177,1709.771728515625
1178,1724.37353515625
1179,1694.751220703125
1180,1721.8948974609375
1181,1736.08251953125
1182,1709.777587890625
1183,1685.669189453125
1184,1711.632568359375
1185,1724.6298828125
1186,1718.391357421875
1187,1708.056396484375
1188,1707.62939453125
1189,1702.5606689453125
1190,1715.28125
1191,1734.24853515625
1192,1716.4375
1193,1691.797607421875
1194,1713.4124755859375
1195,1716.009033203125
1196,1711.404052734375
1197,1704.3701171875
1198,1703.340576171875
1199,1724.5048828125
1200,1691.938232421875
1201,1697.798828125
1202,1711.641845703125
1203,1717.823974609375
1204,1684.1348876953125
1205,1712.01708984375
1206,1707.79052734375
1207,1694.1781005859375
1208,1718.1043701171875
1209,1690.8050537109375
1210,1710.1064453125
1211,1694.12255859375
1212,1690.735107421875
1213,1711.330810546875
1214,1713.270751953125
1215,1691.75146484375
1216,1706.101806640625
1217,1709.325927734375
1218,1699.7513427734375
1219,1691.37939453125
1220,1700.78125
1221,1705.2626953125
1222,1689.322998046875
1223,1720.7266845703125
1224,1692.6287841796875
1225,1682.575439453125
1226,1700.4005126953125
1227,1686.6141357421875
1228,1699.748046875
1229,1718.727294921875
1230,1685.639892578125
1231,1706.773193359375
1232,1697.9617919921875
1233,1699.4129638671875
1234,1686.7261962890625
1235,1703.34326171875
1236,1687.642822265625
1237,1691.2783203125
1238,1710.2791748046875
1239,1668.787109375
1240,1700.5213623046875
1241,1701.064208984375
1242,1721.9537353515625
1243,1693.560302734375
1244,1726.6845703125
1245,1673.6856689453125
1246,1686.9814453125
1247,1693.8880615234375
1248,1689.6221923828125
1249,1681.34375
1250,1695.7265625
1251,1674.25537109375
1252,1700.6597900390625
1253,1685.9141845703125
1254,1692.523193359375
1255,1685.0721435546875
1256,1703.33203125
1257,1707.3065185546875
1258,1701.5443115234375
1259,1710.49853515625
1260,1705.36767578125
1261,1712.9349365234375
1262,1686.228271484375
1263,1699.1636962890625
1264,1705.362548828125
1265,1699.117919921875
1266,1700.60693359375
1267,1709.4349365234375
1268,1678.859375
1269,1706.471435546875
1270,1701.476806640625
1271,1693.1761474609375
1272,1713.4395751953125
1273,1718.990966796875
1274,1710.2896728515625
1275,1703.06201171875
1276,1707.6644287109375
1277,1684.55322265625
1278,1687.697509765625
1279,1693.73291015625
1280,1682.9652099609375
1281,1699.52001953125
1282,1682.1334228515625
1283,1695.66796875
1284,1732.9456787109375
1285,1682.84375
1286,1715.74267578125
1287,1709.03662109375
1288,1699.1318359375
1289,1696.1248779296875
1290,1691.370849609375
1291,1689.9814453125
1292,1699.1796875
1293,1694.146484375
1294,1703.002685546875
1295,1704.0489501953125
1296,1718.7099609375
1297,1696.8804931640625
1298,1695.001220703125
1299,1703.4639892578125
1300,1700.528564453125
1301,1705.642333984375
1302,1696.04248046875
1303,1674.8468017578125
1304,1703.630126953125
1305,1695.11962890625
1306,1709.86376953125
1307,1710.466064453125
1308,1694.6431884765625
1309,1702.05029296875
1310,1684.9019775390625
1311,1697.796875
1312,1684.1419677734375
1313,1706.9365234375
1314,1709.588623046875
1315,1699.17041015625
1316,1681.6285400390625
1317,1684.2904052734375
1318,1687.49365234375
1319,1674.8311767578125
1320,1692.1826171875
1321,1692.7548828125
1322,1698.7891845703125
1323,1714.930419921875
1324,1703.850830078125
1325,1694.599365234375
1326,1697.171142578125
1327,1688.1180419921875
1328,1697.56396484375
1329,1694.455078125
1330,1688.6556396484375
1331,1679.314697265625
1332,1701.3941650390625
1333,1685.3658447265625
1334,1713.1392822265625
1335,1694.771240234375
1336,1712.1298828125
1337,1698.9354248046875
1338,1689.841552734375
1339,1696.648681640625
1340,1702.8154296875
1341,1687.9569091796875
1342,1695.9578857421875
1343,1679.81396484375
1344,1710.08056640625
